city,state
Bodoquena - MS,Mato Grosso do Sul
Costa Rica - MS,Mato Grosso do Sul
Douradina - MS,Mato Grosso do Sul
Itaquiraí - MS,Mato Grosso do Sul
São Gabriel Do Oeste - MS,Mato Grosso do Sul
Selvíria - MS,Mato Grosso do Sul
Sete Quedas - MS,Mato Grosso do Sul
Tacuru - MS,Mato Grosso do Sul
Taquarussu - MS,Mato Grosso do Sul
Juara - MT,Mato Grosso
Teutônia - RS,Rio Grande do Sul
Bom Princípio - RS,Rio Grande do Sul
Parobé - RS,Rio Grande do Sul
Fortaleza Dos Valos - RS,Rio Grande do Sul
Jóia - RS,Rio Grande do Sul
Juína - MT,Mato Grosso
Denise - MT,Mato Grosso
Iranduba - AM,Amazonas
Itamarati - AM,Amazonas
Manaquiri - AM,Amazonas
Presidente Figueiredo - AM,Amazonas
Rio Preto Da Eva - AM,Amazonas
São Sebastião Do Uatumã - AM,Amazonas
Tabatinga - AM,Amazonas
Uarini - AM,Amazonas
Tonantins - AM,Amazonas
Quixelô - CE,Ceará
Umirim - CE,Ceará
Varjota - CE,Ceará
Jaborandi - BA,Bahia
Jangada - MT,Mato Grosso
Campinápolis - MT,Mato Grosso
Cocalinho - MT,Mato Grosso
Novo São Joaquim - MT,Mato Grosso
Araguaiana - MT,Mato Grosso
Primavera Do Leste - MT,Mato Grosso
Brasnorte - MT,Mato Grosso
Porto Esperidião - MT,Mato Grosso
Indiavaí - MT,Mato Grosso
Reserva Do Cabaçal - MT,Mato Grosso
Figueirópolis D'oeste - MT,Mato Grosso
Comodoro - MT,Mato Grosso
Paranaíta - MT,Mato Grosso
Guarantã Do Norte - MT,Mato Grosso
Nova Canaã Do Norte - MT,Mato Grosso
Peixoto De Azevedo - MT,Mato Grosso
Nova Olímpia - MT,Mato Grosso
Porto Alegre Do Norte - MT,Mato Grosso
Vila Rica - MT,Mato Grosso
Marcelândia - MT,Mato Grosso
Itaúba - MT,Mato Grosso
Novo Horizonte Do Norte - MT,Mato Grosso
Vera - MT,Mato Grosso
Sorriso - MT,Mato Grosso
Terra Nova Do Norte - MT,Mato Grosso
Alto Taquari - MT,Mato Grosso
Nova Tebas - PR,Paraná
Diamante D'oeste - PR,Paraná
Quiterianópolis - CE,Ceará
Itaguari - GO,Goiás
Juruena - MT,Mato Grosso
Juti - MS,Mato Grosso do Sul
Lucas Do Rio Verde - MT,Mato Grosso
Matrinchã - GO,Goiás
Matupá - MT,Mato Grosso
Mimoso De Goiás - GO,Goiás
Montividiu - GO,Goiás
Morro Agudo De Goiás - GO,Goiás
Nova Mutum - MT,Mato Grosso
Abdon Batista - SC,Santa Catarina
Apiúna - SC,Santa Catarina
Celso Ramos - SC,Santa Catarina
Doutor Pedrinho - SC,Santa Catarina
Godoy Moreira - PR,Paraná
Ibema - PR,Paraná
Iporã Do Oeste - SC,Santa Catarina
Iraceminha - SC,Santa Catarina
Ivaté - PR,Paraná
José Boiteux - SC,Santa Catarina
Lindoeste - PR,Paraná
Lindóia Do Sul - SC,Santa Catarina
Marema - SC,Santa Catarina
Ouro Verde Do Oeste - PR,Paraná
Santa Rosa Do Sul - SC,Santa Catarina
Santa Tereza Do Oeste - PR,Paraná
Timbó Grande - SC,Santa Catarina
União Do Oeste - SC,Santa Catarina
Urupema - SC,Santa Catarina
Vitor Meireles - SC,Santa Catarina
Bom Sucesso Do Sul - PR,Paraná
Honório Serpa - PR,Paraná
Fazenda Rio Grande - PR,Paraná
Itapoá - SC,Santa Catarina
Serra Alta - SC,Santa Catarina
Tunápolis - SC,Santa Catarina
Guarinos - GO,Goiás
Rio Quente - GO,Goiás
Coronel Sapucaia - MS,Mato Grosso do Sul
